"","CYA21V001","PERC_CYEA07V001","PERC_CYEA07V004","store_performance","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","URBANICITY","NUM_EMP_PAY_TYPE_H","MARKETING_EXP_2012","AVG_PAY_RATE_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","FRONTAGE_ROAD","SQUARE_FEET","NUM_CUST_ACC_REPS","TOT_ATTRITION_2013","NUM_STORE_MANAGERS"
"2195",82.84,0.8736576434,0.0562181422,"HIGH",14434,433,"Emerging suburban",4,1018.86,12.4175,43000,"Yes",4648,6,0,1
"2196",254.75,0.9554822149,0.0020535387,"LOW",12520,526,"Rural",4,858.39,11.93,50000,"Yes",5223,4,0,1
"2197",94.51,0.9068278805,0.0440967283,"HIGH",11939,459,"Emerging suburban",3,702.07,10.576666667,42000,"Yes",9060,12,3,2
"2198",65.33,0.9097137264,0.0285050159,"LOW",9416,343,"Emerging suburban",3,790.04,11.12,42000,"Yes",4200,7,2,2
"2199",107.69,0.6659449585,0.2076828092,"HIGH",12538,460,"Emerging suburban",4,456.25,11.1175,44000,"No",6187,14,3,3
"2200",102.01,0.8068795678,0.0036542739,"LOW",10197,348,"Emerging suburban",4,917.14,10.3475,44000,"No",7500,18,3,2
"2201",19.84,0.5002517075,0.2875792539,"HIGH",14620,346,"Superurban",4,135.03,13.075,50000,"Yes",7000,4,2,1
"2202",48.87,0.8421575142,0.0549306234,"LOW",7773,227,"Suburban",3,697.1,11.6,46000,"Yes",4000,9,2,1
"2203",83.39,0.6900311862,0.1977501046,"LOW",13819,545,"Suburban",5,667.8,11.536,47000,"No",5852,12,4,1
"2204",246.87,0.7358789801,0.0475173844,"LOW",12460,469,"Emerging suburban",4,734.7,11.46,45000,"No",5000,8,3,3
"2205",229.86,0.8734540636,0.0473719081,"LOW",11577,422,"Emerging suburban",4,1482.56,11.46,46000,"Yes",6000,8,1,1
"2206",87.27,0.8830642133,0.0799098761,"LOW",10991,481,"Emerging suburban",5,624.25,11.16,40000,"No",4017,7,2,2
"2207",61.77,0.720184438,0.2327838617,"LOW",13714,424,"Emerging suburban",4,405.09,9.98,44000,"Yes",4860,6,3,2
"2208",31.3,0.4336244376,0.4877169105,"LOW",9481,394,"Urban",5,744.63,13.07,0,"Yes",5056,7,4,2
"2209",79.36,0.6480035288,0.2930496937,"HIGH",7725,317,"Suburban",2,821.8,11.44,41000,"Yes",7250,9,2,2
"2210",14.89,0.3387773449,0.3350501948,"LOW",11611,455,"Emerging suburban",4,1241.6,14.625,52000,"No",4500,6,3,2
"2211",124.24,0.4909007992,0.2761683461,"HIGH",14014,529,"Emerging suburban",5,481.37,13.426,53000,"Yes",3000,7,1,1
"2212",73.49,0.9520506634,0.0224668275,"LOW",10697,445,"Emerging suburban",4,956.64,10.2275,41000,"Yes",4000,8,3,2
"2213",102.27,0.3783119472,0.497422697,"LOW",11312,380,"Suburban",5,1225.98,11.244,55000,"No",10404,11,4,1
"2214",92.44,0.4416802321,0.5036272914,"HIGH",11033,339,"Emerging suburban",5,751.85,10.792,42000,"Yes",5075,15,4,3
"2215",17.78,0.6089970827,0.1135348484,"HIGH",10605,361,"Superurban",4,683.85,13.4675,53000,"Yes",4000,7,0,1
"2216",67.78,0.896263465,0.0306488843,"LOW",15819,451,"Suburban",4,118.63,11.3825,44000,"Yes",4340,9,3,2
"2217",26.95,0.4711196951,0.3870842299,"LOW",8426,326,"Urban",3,373.04,12.183333333,49000,"Yes",3745,12,2,1
"2218",76.86,0.8027219567,0.0526441752,"HIGH",12371,405,"Suburban",4,881.54,13.6325,50000,"Yes",5400,3,3,1
"2219",58.67,0.6387221291,0.1116141617,"LOW",12303,491,"Urban",5,1097.07,12.904,55000,"Yes",4059,5,0,1
"2220",73.46,0.8717418114,0.0339666813,"LOW",8777,256,"Emerging suburban",3,307.82,11.1,45000,"Yes",4000,9,1,2
"2221",35.75,0.7614025109,0.1399423069,"HIGH",9417,408,"Urban",2,1231.17,11.96,50000,"No",5800,10,4,1
"2222",45.37,0.5304170479,0.3935856768,"LOW",10764,504,"Urban",4,791.88,12.6775,46000,"Yes",4100,14,3,3
"2223",45.15,0.747736369,0.097762614,"HIGH",8700,346,"Emerging suburban",3,1759.4,12.463333333,47000,"Yes",4500,4,0,1
"2224",44.73,0.4751187157,0.2838176353,"LOW",7516,312,"Urban",5,1251.74,12.314,43000,"No",9000,6,1,2
"2225",57.66,0.5933767002,0.1595762734,"LOW",8873,353,"Urban",5,394.62,13.232,48000,"Yes",4500,7,1,1
"2226",104.41,0.4232344224,0.3443248978,"LOW",11260,366,"Suburban",4,1507.31,12.9125,50000,"Yes",4000,9,3,1
"2227",56.14,0.6549126608,0.10736966,"HIGH",9314,367,"Suburban",4,654.64,11.3375,45000,"No",5100,13,1,3
"2228",38.71,0.5774383225,0.203358804,"LOW",7623,315,"Suburban",5,1139.51,12.236,47000,"No",4000,7,3,3
"2229",55.3,0.7087610761,0.1072181211,"LOW",8819,344,"Suburban",4,992.27,12.1875,54000,"Yes",4000,12,4,1
"2230",47.67,0.5129348405,0.3064595923,"LOW",11206,424,"Suburban",4,416.82,10.8,43000,"No",4000,8,3,2
"2231",60.91,0.907644097,0.0449984155,"HIGH",11827,420,"Emerging suburban",4,803.17,10.37,45000,"No",5490,9,1,1
"2232",44.45,0.5752371809,0.314984089,"HIGH",10747,469,"Urban",4,639.77,12.1575,44000,"No",3600,8,3,1
"2233",55.11,0.5112723281,0.4354538802,"HIGH",6908,296,"Urban",4,644.92,12.3575,45000,"Yes",7455,5,5,3
"2234",50.39,0.5590983762,0.3865540669,"HIGH",7397,393,"Urban",5,805.25,12.744,44000,"No",4225,5,1,2
"2235",72.91,0.6624666099,0.2778935627,"HIGH",10226,387,"Suburban",4,742.9,11.33,46000,"No",4388,8,1,1
"2236",57.17,0.4342585693,0.447447839,"HIGH",11338,341,"Suburban",4,992.72,10.8125,44000,"Yes",7200,10,4,4
"2237",92.79,0.5782539175,0.3439860711,"LOW",9111,457,"Suburban",4,2929.88,10.905,43000,"Yes",4000,17,3,2
"2238",39.28,0.5556741797,0.3769829959,"HIGH",11054,404,"Urban",4,751.3,11.435,43000,"No",4600,15,3,3
"2239",95.81,0.6244965407,0.2676291941,"LOW",8761,280,"Suburban",3,214.95,11.663333333,43000,"No",4300,8,2,2
"2240",29.73,0.5426425828,0.3114595285,"HIGH",8738,361,"Urban",4,494.08,12.15,45000,"Yes",4800,8,0,1
"2241",78.46,0.7928194298,0.163867591,"HIGH",10142,452,"Suburban",4,588.44,11.8625,41000,"No",3675,4,0,2
"2242",74.64,0.8599665764,0.1036132081,"LOW",12864,622,"Emerging suburban",5,1081.84,10.526,47000,"No",6200,6,0,2
"2243",96.41,0.7883570101,0.1751415637,"LOW",11519,607,"Emerging suburban",4,562.75,13.22,49000,"Yes",6675,2,0,1
"2244",55.12,0.7150520801,0.2341515854,"HIGH",11318,491,"Suburban",5,871.69,11.01,45000,"Yes",7150,11,4,2
"2245",53.58,0.8035260878,0.1250631004,"HIGH",10774,456,"Suburban",4,1343.37,10.575,45000,"Yes",5210,8,2,0
"2246",84.67,0.8555178074,0.1076649998,"LOW",11395,514,"Emerging suburban",4,409.01,11.24,42000,"No",3780,5,0,2
"2247",34.81,0.6659392992,0.1017847533,"HIGH",9346,300,"Urban",4,1253.51,12.3825,45000,"Yes",4500,4,0,3
"2248",74.97,0.6258995297,0.2590472343,"LOW",11872,314,"Suburban",6,560.99,10.97,51000,"Yes",4000,13,5,1
"2249",60.06,0.7351535196,0.0942743134,"HIGH",9150,387,"Suburban",4,1256.3,10.875,44000,"No",4000,6,2,2
"2250",67.02,0.6450817165,0.0937246506,"HIGH",12099,402,"Suburban",3,1351.82,12.166666667,52000,"Yes",3750,5,5,1
"2251",61.67,0.8795774286,0.0398409788,"LOW",8662,276,"Suburban",4,911.05,11.32,45000,"Yes",4505,6,3,1
"2252",78.08,0.7673022498,0.1252322689,"HIGH",11834,542,"Suburban",4,884.91,12.75,48000,"No",4000,5,0,2
"2253",55.81,0.6163883719,0.3235294118,"HIGH",11725,615,"Suburban",4,659.65,12.97,44000,"No",5000,7,0,2
"2254",50.74,0.7187167714,0.2204265346,"LOW",13127,567,"Suburban",5,676.27,12.028,43000,"No",5400,6,2,1
"2255",73.53,0.7966682959,0.1530954708,"LOW",13286,451,"Suburban",5,455.9,11.938,46000,"Yes",3600,4,2,2
"2256",53.62,0.7467389602,0.1364586596,"LOW",13172,530,"Urban",4,797.76,11.9425,46000,"Yes",4200,6,1,1
"2257",81.93,0.798593432,0.1157097974,"HIGH",8751,339,"Suburban",4,964.14,11.48,44000,"Yes",5000,4,0,2
"2258",21.55,0.4707137535,0.4949307923,"HIGH",15266,652,"Suburban",4,323.76,11.875,47000,"Yes",4000,10,3,2
"2259",57.19,0.4336936194,0.5255456571,"LOW",8863,398,"Suburban",4,537.44,11.2525,46000,"Yes",4040,5,1,3
"2260",87.23,0.9168298489,0.0503734625,"LOW",13721,513,"Emerging suburban",4,967.82,11.885,50000,"Yes",4560,9,2,1
"2261",38.59,0.4757829933,0.4437858623,"LOW",10607,381,"Suburban",5,1668.53,12.236,42000,"No",5525,17,6,5
"2262",81.08,0.5915692918,0.2621678306,"LOW",12113,422,"Suburban",4,792.09,11.6575,45000,"Yes",4000,11,3,1
"2263",61.73,0.7153341981,0.0495664641,"LOW",8168,198,"Suburban",3,1056.6,11.6,42000,"Yes",3800,10,2,2
"2264",48.8,0.9424603175,0.0295601291,"HIGH",17304,693,"Emerging suburban",4,1158.6,11.0525,51000,"Yes",4800,4,3,1
"2265",47.59,0.7896508871,0.148229757,"LOW",11764,429,"Urban",4,1329.88,10.835,45000,"Yes",4621,14,4,2
"2266",60.04,0.8551441829,0.1138743639,"LOW",10904,437,"Suburban",4,1489.43,11.095,46000,"Yes",6750,13,1,1
"2267",60.16,0.8204973007,0.1367528043,"LOW",11230,369,"Suburban",4,729.34,10.5,45000,"Yes",5573,14,4,1
"2268",29.8,0.7072464753,0.204343467,"LOW",10333,382,"Urban",5,118.73,10.518,45000,"No",4800,11,3,1
"2269",108.53,0.9033488101,0.0694210798,"HIGH",12827,469,"Emerging suburban",5,1177.31,11.032,54167.98,"Yes",4500,11,3,1
"2270",94.48,0.9038315197,0.0613157294,"HIGH",16520,821,"Emerging suburban",5,803.03,11.46,52000,"No",5100,8,1,1
"2271",60.61,0.4116399254,0.5197676571,"HIGH",9601,351,"Emerging suburban",3,837.59,12.896666667,45000,"Yes",4054,6,4,3
"2272",91.15,0.4076459871,0.5349884062,"LOW",8085,286,"Suburban",4,542.83,11.4575,51000,"Yes",4000,8,1,1
"2273",56.6,0.4718977459,0.4079889645,"HIGH",14012,448,"Suburban",5,1413.3,12.428,0,"Yes",4000,8,3,2
"2274",34.96,0.6046144618,0.2498820762,"HIGH",8525,379,"Urban",4,389.92,11.5525,41000,"Yes",3994,4,0,3
"2275",34.17,0.5822589668,0.3260501906,"HIGH",11479,464,"Urban",4,1174.28,11.875,47000,"Yes",5600,6,2,4
"2276",80.31,0.7625133393,0.1273829342,"LOW",8576,353,"Urban",3,588.79,12.936666667,43000,"Yes",4500,4,4,5
"2277",71.45,0.5234030413,0.3935451441,"HIGH",9763,460,"Suburban",5,221.15,12.304,45000,"Yes",4000,8,5,2
"2278",60.65,0.6207866882,0.1234401895,"HIGH",9338,207,"Urban",3,170.63,11.93,43000,"Yes",4200,4,6,6
"2279",52.45,0.8867579462,0.0330757946,"HIGH",10975,334,"Suburban",4,994.11,11.7325,44000,"Yes",4200,7,2,1
"2280",64.56,0.7995024495,0.0523499694,"HIGH",9259,326,"Suburban",4,440.21,11.5575,44000,"No",5000,8,0,1
"2281",16.07,0.4202160265,0.3378004185,"LOW",10371,404,"Superurban",4,776.2,13.5625,52000,"Yes",5000,8,0,1
"2282",11.43,0.1723737593,0.723826899,"HIGH",12198,316,"Superurban",4,1196.37,12.7075,50000,"Yes",5325,11,2,2
"2283",16.97,0.4025497245,0.2923016384,"HIGH",9819,269,"Superurban",4,550.72,13.2525,45000,"No",4008,7,0,1
"2284",81.51,0.6234142647,0.2939600052,"LOW",8046,465,"Emerging suburban",4,305.39,12.6075,42000,"No",3901,5,3,2
"2285",116.11,0.5809649787,0.3177726123,"HIGH",7632,385,"Emerging suburban",4,946.51,11.1025,47000,"No",5051,11,5,2
"2286",133.39,0.7451011378,0.1673514539,"LOW",12684,417,"Emerging suburban",5,782.11,11.224,43000,"No",4067,13,4,1
"2287",54.84,0.3020555284,0.6356629948,"LOW",7330,368,"Urban",3,693.12,12.71,47000,"Yes",5776,12,2,4
"2288",85.61,0.8272221618,0.0626990662,"LOW",8850,312,"Suburban",3,849.28,12.553333333,45000,"Yes",4500,5,0,3
"2289",49.88,0.5719824891,0.2374150511,"LOW",9962,421,"Urban",4,875.24,11.475,48000,"No",4175,13,6,2
"2290",48.6,0.541519367,0.362272929,"HIGH",13189,419,"Suburban",3,909.01,13.056666667,50000,"No",5685,8,1,1
"2291",96.04,0.9639881237,0.0062254573,"LOW",10488,383,"Emerging suburban",2,601.86,9.75,40000,"Yes",4727,8,4,1
"2292",60.27,0.720515199,0.1539768669,"HIGH",10739,570,"Suburban",4,734.48,11.035,43000,"Yes",8500,8,1,0
"2293",102.82,0.9708271365,0.0036037067,"LOW",7273,358,"Emerging suburban",3,322.99,10.503333333,43000,"Yes",3100,6,4,2
"2294",71.39,0.9535732916,0.0041731873,"LOW",7199,333,"Emerging suburban",3,614.9,12.093333333,42000,"Yes",4000,5,0,1
"2295",72.62,0.9516748312,0.009069244,"LOW",9106,431,"Emerging suburban",4,1133.18,10.7325,41000,"Yes",4499,12,4,2
"2296",53.94,0.7500662135,0.0934190778,"HIGH",11175,383,"Urban",4,1858.23,12.4475,45000,"No",3360,7,0,1
"2297",80.04,0.7134723862,0.2250557523,"HIGH",19462,521,"Suburban",5,573.56,11.242,43000,"Yes",6000,5,2,2
"2298",42.56,0.3709023184,0.4889380824,"LOW",13775,368,"Urban",4,1327.82,11.9275,46000,"Yes",3941,11,2,1
"2299",83.74,0.1529710058,0.7065564968,"LOW",13290,355,"Suburban",4,300.99,14.9075,50000,"Yes",3726,6,0,2
"2300",79.02,0.3225325478,0.6255182195,"LOW",8863,310,"Suburban",3,742.12,10.453333333,38000,"Yes",5610,5,5,3
"2301",102.47,0.4291495076,0.5080931065,"HIGH",13117,393,"Emerging suburban",4,393.63,14.025,50000,"Yes",6000,10,1,1
"2302",86.07,0.2983317678,0.6108131889,"HIGH",12774,373,"Emerging suburban",4,400.07,14.25,50000,"Yes",4000,4,0,2
"2303",66.67,0.0647941894,0.893516434,"LOW",12631,352,"Suburban",4,659.65,14.9375,50000,"Yes",3600,4,1,1
"2304",87.57,0.6681959414,0.2382027381,"LOW",10359,464,"Emerging suburban",3,1130.93,10.083333333,42000,"Yes",4000,8,5,1
"2305",60.76,0.4471918384,0.4759021231,"HIGH",11608,399,"Urban",4,1333.46,11.825,56903.22,"Yes",5000,5,2,3
"2306",53.93,0.6618690546,0.2105885957,"LOW",9396,361,"Suburban",4,1044.68,12.4925,45000,"Yes",5250,7,5,3
"2307",46.08,0.8224367485,0.1039446092,"LOW",8624,186,"Suburban",4,825.87,10.5625,44000,"Yes",4500,20,8,2
"2308",37.28,0.6505339248,0.107343519,"LOW",13418,292,"Suburban",4,723.93,12.2375,47000,"No",4400,4,2,3
"2309",291.54,0.9552588997,0.0108414239,"LOW",10289,283,"Rural",4,580.92,11.3825,46000,"Yes",8050,10,1,3
"2310",54.45,0.6891321551,0.21948745,"HIGH",7946,245,"Suburban",3,586.53,11.46,42000,"Yes",3200,5,2,3
"2311",74.81,0.7044233426,0.1817364416,"LOW",10519,386,"Emerging suburban",4,587.62,11.7825,51000,"Yes",4150,8,1,1
"2312",103.1,0.6487905001,0.2611502113,"HIGH",11439,329,"Suburban",3,1066.81,10.576666667,39000,"No",5936,8,6,3
"2313",62.79,0.9090287151,0.0589464342,"HIGH",12407,462,"Emerging suburban",4,667.77,11.7525,49000,"Yes",4050,7,1,0
"2314",68.29,0.8631948882,0.035399361,"HIGH",7838,335,"Emerging suburban",4,980.9,10.335,41000,"Yes",5000,5,3,2
"2315",173.51,0.9246427786,0.0106836667,"LOW",9605,318,"Emerging suburban",4,890.32,10.25,43000,"Yes",4440,7,2,2
"2316",106.16,0.7653689278,0.0177206585,"LOW",10644,355,"Emerging suburban",4,745.11,11.0725,44000,"Yes",6173,5,2,2
"2317",61.23,0.8945259484,0.0673431138,"HIGH",11619,536,"Emerging suburban",5,316.15,11.082,44000,"Yes",6600,7,2,1
"2318",70.74,0.5845573121,0.3226893897,"LOW",14580,404,"Suburban",4,667.14,10.1875,43000,"No",3500,5,0,1
"2319",90.94,0.4526577773,0.4781785824,"LOW",11757,366,"Suburban",3,1403.26,11.636666667,60000,"Yes",3452,3,2,1
"2320",13.7,0.4217322144,0.3659590807,"HIGH",12548,545,"Superurban",5,647.54,12.316,47000,"Yes",4600,14,5,1
"2321",75.48,0.7858680057,0.0317431851,"LOW",8850,345,"Emerging suburban",5,932.42,10.554,44000,"Yes",4000,20,3,2
"2322",126.79,0.212893479,0.7578984736,"HIGH",10426,353,"Suburban",4,722.75,11.355,43000,"Yes",6000,10,0,2
"2323",64.8,0.4360304419,0.4486766877,"LOW",13558,318,"Suburban",4,886.17,11.545,44000,"Yes",4750,5,2,2
"2324",362.91,0.9361463517,0.004275601,"LOW",9325,399,"Emerging suburban",3,1142.62,11.456666667,48000,"Yes",7000,2,0,2
"2325",39.34,0.6036845409,0.01994891,"LOW",10693,343,"Suburban",3,788.41,12.833333333,44000,"Yes",4568,4,1,5
"2326",84.69,0.885893797,0.015916669,"HIGH",12985,484,"Suburban",4,552.31,10.53,48000,"No",7000,9,2,1
"2327",985.04,0.7754048018,0.0095849618,"HIGH",11564,348,"Emerging suburban",4,1151.01,12.4825,51000,"Yes",5145,19,5,4
"2328",176.98,0.6920240783,0.03493399,"LOW",17893,571,"Suburban",3,1630.44,13.256666667,47000,"Yes",6000,3,1,1
"2329",128.89,0.8080478722,0.0145617578,"LOW",13299,335,"Emerging suburban",4,923.81,10.8125,45000,"Yes",5560,10,6,4
"2330",42.55,0.5333397696,0.1373559889,"LOW",10029,275,"Urban",6,714.13,12.568333333,43000,"No",4936,9,3,4
"2331",62.79,0.5835770596,0.1230306313,"HIGH",13487,512,"Suburban",3,1660.96,11.733333333,48000,"Yes",4500,7,5,1
"2332",117.3,0.9207887977,0.0052890325,"HIGH",10081,467,"Emerging suburban",4,443.48,10.6475,40000,"No",5283,4,1,2
"2333",98.54,0.8917856789,0.0082936626,"HIGH",13280,578,"Emerging suburban",4,1050.37,10.4325,47000,"No",4687,19,5,1
"2334",98.92,0.9459085373,0.0021869117,"HIGH",11448,378,"Emerging suburban",4,1125.99,10.8725,47000,"Yes",5231,6,3,0
"2335",39.2,0.5336189722,0.1127914401,"HIGH",16881,452,"Suburban",4,1176.57,12.27,45000,"No",4400,12,5,4
"2336",97.61,0.8864481563,0.0135203278,"LOW",9209,319,"Emerging suburban",3,1082.03,11.42,48000,"No",4700,4,3,2
"2337",110.38,0.7687394763,0.0177669396,"LOW",10466,349,"Emerging suburban",3,649.41,11.166666667,41000,"No",7700,6,4,3
"2338",83.07,0.6839164207,0.0264950671,"HIGH",17067,442,"Urban",3,949.51,11.843333333,44000,"No",3500,7,4,4
"2339",176.64,0.7973695375,0.0042002546,"LOW",11730,334,"Emerging suburban",3,609.18,9.9166666667,38000,"No",6250,13,7,2
"2340",193.96,0.7495346082,0.0048231511,"LOW",11948,401,"Emerging suburban",4,410.01,11.24,44000,"Yes",6134,5,1,2
"2341",116.75,0.7437615454,0.0075456339,"LOW",10674,461,"Emerging suburban",4,496.93,10.375,42000,"No",5000,10,5,3
"2342",125.75,0.8264654104,0.0066636239,"LOW",15832,421,"Suburban",4,964,11.0875,41000,"Yes",5600,6,4,2
"2343",45.71,0.8549233374,0.0243915617,"LOW",12424,508,"Suburban",4,1801.41,10.86,43000,"Yes",4496,9,2,2
"2344",571.18,0.9308176101,0.0017428203,"LOW",10285,370,"Rural",3,259.1,11.17,40000,"No",6000,6,1,1
"2345",67.31,0.8900430416,0.0059684362,"LOW",13354,303,"Emerging suburban",3,520.06,10.083333333,43000,"Yes",9747,12,6,4
"2346",128.53,0.6261947062,0.2242112128,"HIGH",10885,451,"Emerging suburban",4,940.76,11.0675,45000,"Yes",7650,6,1,1
"2347",12.03,0.3060433499,0.5229420709,"HIGH",12879,515,"Superurban",4,472.88,13.745,56000,"Yes",6000,9,3,0
"2348",130.09,0.6933326828,0.0512413337,"LOW",17451,429,"Suburban",5,1524.42,14.094,0,"Yes",4213,8,4,3
"2349",120.37,0.8799189642,0.0479660195,"HIGH",12817,433,"Suburban",5,445.59,10.52,44000,"Yes",3510,12,3,0
"2350",55.9,0.8852465868,0.0413137364,"LOW",14516,520,"Suburban",4,531.72,11.1875,42000,"Yes",5900,5,0,1
"2351",43.13,0.7669589728,0.1839962418,"LOW",19004,516,"Emerging suburban",4,444.56,11.4275,45000,"No",4705,7,1,2
"2352",601.63,0.8659690189,0.0073253012,"HIGH",15970,631,"Emerging suburban",5,2127.98,11.646,53000,"No",5294,11,4,1
"2353",57.69,0.6522964623,0.3027981546,"LOW",10618,435,"Suburban",4,633.68,10.6675,43000,"Yes",5374,8,2,1
"2354",97.46,0.6952340201,0.1779211375,"HIGH",16486,672,"Suburban",4,1310.99,11.31,55000,"No",5500,14,6,1
"2355",249.91,0.7417008579,0.0575744658,"LOW",15786,486,"Emerging suburban",6,742.4,12.048333333,55000,"No",7500,20,6,6
"2356",56.68,0.8111739582,0.0936165301,"LOW",11703,500,"Emerging suburban",4,815.24,12.64,48000,"No",6444,7,2,1
"2357",73.37,0.6244757126,0.1722986341,"LOW",10088,476,"Emerging suburban",4,726.04,13.2575,47000,"Yes",4600,10,2,4
"2358",58.67,0.6212676144,0.1961119043,"LOW",10424,427,"Emerging suburban",4,633.34,11.815,49000,"Yes",3600,6,2,3
"2359",32.72,0.6438413724,0.2140052451,"LOW",15950,699,"Emerging suburban",5,1039.17,12.158,55000,"No",7500,11,2,2
"2360",72.6,0.9377589229,0.0194789675,"LOW",11173,364,"Emerging suburban",4,1954.16,11.835,42000,"No",6000,12,1,3
"2361",76.74,0.6248487572,0.1713969648,"HIGH",13297,600,"Emerging suburban",5,994.97,12.254,54000,"Yes",6000,14,0,1
"2362",75.83,0.6611117869,0.1881766208,"LOW",12539,394,"Emerging suburban",4,2100.48,11.745,49000,"Yes",4756,9,4,2
"2363",101.68,0.9105425594,0.0350673167,"LOW",16968,557,"Emerging suburban",5,1161.47,11.298,49000,"Yes",4212,17,6,0
"2364",96.05,0.9607288435,0.0116961733,"LOW",20961,799,"Emerging suburban",6,1359.32,11.556666667,55000,"Yes",6000,10,3,0
"2365",71.84,0.3370057296,0.6140800736,"HIGH",8944,384,"Emerging suburban",4,459.15,10.57,46000,"Yes",4500,8,0,1
"2366",83.68,0.8350624363,0.109329611,"LOW",8394,341,"Emerging suburban",4,624.2,10.3075,41000,"Yes",4550,9,3,1
"2367",72.28,0.8933105802,0.0481911263,"LOW",10108,305,"Emerging suburban",3,711.22,11.816666667,40000,"Yes",4800,4,1,3
"2368",61.98,0.271911528,0.6764191223,"HIGH",9027,339,"Emerging suburban",4,253.59,11.2925,44000,"Yes",6000,5,2,1
"2369",118.58,0.6912880607,0.2747574681,"LOW",10257,327,"Emerging suburban",4,267.51,10.665,42000,"Yes",5900,10,4,2
"2370",50.74,0.0951508516,0.8754268617,"LOW",10149,249,"Suburban",4,425.91,10.8875,42000,"Yes",9750,6,1,1
"2371",81.88,0.285467128,0.6967474048,"LOW",7609,315,"Emerging suburban",3,885.02,10.233333333,40000,"Yes",3600,9,4,3
"2372",64.47,0.7112533501,0.0840080972,"LOW",11482,466,"Emerging suburban",3,538.82,12.81,48000,"Yes",9600,2,0,2
"2373",94.51,0.7141619514,0.0227865465,"LOW",11568,380,"Emerging suburban",4,623.95,11.7,46000,"Yes",5000,5,0,3
"2374",131.98,0.5472868217,0.4055654939,"HIGH",9477,363,"Emerging suburban",3,594.39,11.556666667,52381,"No",7500,8,3,1
"2375",115.05,0.5437534397,0.4144193726,"LOW",10540,297,"Emerging suburban",3,449.42,11.436666667,40000,"No",6000,2,2,2
"2376",450.99,0.5906764575,0.3755006676,"LOW",4625,193,"Rural",3,340.23,11.996666667,41783.11,"No",4000,4,0,1
"2377",353.88,0.691177698,0.2271930557,"LOW",8594,269,"Rural",3,796.73,11.98,41000,"No",8400,3,1,0
"2378",63.87,0.6523352923,0.3144654088,"HIGH",13709,695,"Emerging suburban",5,326.73,11.536,59096.81,"Yes",5000,4,1,1
"2379",138.26,0.4604654375,0.5084593605,"LOW",11211,383,"Emerging suburban",4,512.11,11.54,43000,"No",4400,4,0,1
"2380",99.06,0.9686847599,0.0020006959,"LOW",8403,291,"Emerging suburban",4,923.58,11.005,41000,"Unable to determine",5000,10,0,1
"2381",85.8,0.9633006993,0.002013986,"LOW",9669,412,"Emerging suburban",4,690.59,10.125,46000,"No",7000,7,3,0
"2382",268.11,0.618840451,0.3359673266,"LOW",7441,332,"Rural",4,342.1,11.04,42000,"Unable to determine",10032,11,3,2
"2383",71.94,0.9273749297,0.0200861907,"LOW",15131,402,"Emerging suburban",4,998.83,12.4825,49000,"No",6000,11,3,1
"2384",93.06,0.9443218052,0.0109557681,"LOW",9935,285,"Emerging suburban",3,1226.34,13.203333333,43000,"No",4000,7,0,2
"2385",93.9,0.79674743,0.0494496414,"LOW",9313,307,"Emerging suburban",3,1533.24,12.306666667,45000,"No",4590,10,2,1
"2386",52.34,0.5712226954,0.2393696261,"LOW",9637,375,"Urban",4,901.15,12.7425,48000,"Yes",4025,5,0,1
"2387",143.19,0.7827090119,0.126526873,"HIGH",7722,437,"Emerging suburban",4,458.14,11.6175,40000,"No",4790,13,5,2
"2388",115.52,0.6652021649,0.2400191022,"HIGH",10449,393,"Emerging suburban",5,264.93,11.228,0,"Yes",5430,6,4,2
"2389",52.44,0.8391833996,0.0806922005,"LOW",12081,388,"Emerging suburban",3,710.66,12.756666667,43000,"Yes",4770,3,4,2
"2390",53.7,0.8706090563,0.0886322601,"LOW",10870,435,"Emerging suburban",4,327.12,10.6425,38000,"Yes",4860,4,0,3
"2391",54.28,0.5673165901,0.3258478497,"LOW",14166,268,"Urban",4,1911.51,11.71,49000,"Yes",3732,10,9,3
"2392",50.75,0.360569565,0.5636362336,"LOW",9054,326,"Urban",3,676.21,11.526666667,44000,"Yes",3200,5,3,4
"2393",29.13,0.4645309788,0.4530695797,"LOW",12621,355,"Suburban",4,1426.62,12.51,55374.55,"Yes",3125,4,3,1
"2394",53.36,0.8131186025,0.0679815681,"HIGH",7758,276,"Urban",3,570.28,11.46,39000,"Yes",3840,6,0,2
"2395",54.68,0.6395144303,0.2311450846,"HIGH",12483,546,"Suburban",4,849.25,10.855,44000,"Yes",3700,7,5,3
"2396",93.05,0.7721601833,0.0969444104,"HIGH",12787,432,"Emerging suburban",4,584.76,13.6175,41000,"Yes",5875,2,0,2
"2397",41.02,0.9073765221,0.0258811237,"LOW",8624,253,"Suburban",3,351.71,12.39,40000,"Yes",4400,5,0,3
"2398",59.21,0.7200307822,0.1959635578,"LOW",7962,452,"Emerging suburban",3,1128.34,10.586666667,41000,"No",4750,8,3,1
"2399",58.36,0.5616314714,0.3451294278,"HIGH",9476,385,"Suburban",4,1207.65,10.605,40000,"Yes",11300,7,2,3
"2400",74.38,0.6063965962,0.3069933474,"LOW",10922,459,"Suburban",4,1628.55,11.255,50000,"Yes",4200,6,3,1
